"Year","Month","Global_Avg_1","Global_Avg_Unc_1","Global_Avg_5","Global_Avg_Unc_5","Global_Avg_10","Global_Avg_Unc_10"
1901,10,8.515,0.142,8.385,0.097,8.329,0.097
1901,11,8.491,0.14,8.382,0.096,8.33,0.096
1901,12,8.477,0.136,8.381,0.096,8.333,0.096
1902,1,8.468,0.133,8.375,0.096,8.332,0.096
1902,2,8.447,0.131,8.369,0.096,8.329,0.096
1902,3,8.431,0.13,8.356,0.095,8.332,0.096
1902,4,8.413,0.133,8.346,0.095,8.327,0.096
1902,5,8.355,0.144,8.34,0.095,8.318,0.095
1902,6,8.299,0.151,8.345,0.096,8.313,0.095
1902,7,8.287,0.149,8.357,0.098,8.309,0.095
1902,8,8.28,0.155,8.337,0.101,8.307,0.094
1902,9,8.289,0.156,8.324,0.101,8.305,0.094
1902,10,8.281,0.151,8.317,0.103,8.304,0.095
1902,11,8.274,0.152,8.309,0.103,8.3,0.094
1902,12,8.244,0.149,8.305,0.104,8.298,0.096
1903,1,8.224,0.138,8.303,0.104,8.293,0.095
1903,2,8.212,0.136,8.299,0.105,8.297,0.096
1903,3,8.187,0.131,8.295,0.105,8.301,0.096
1903,4,8.189,0.13,8.283,0.106,8.301,0.096
1903,5,8.214,0.122,8.289,0.106,8.303,0.096
1903,6,8.231,0.119,8.283,0.107,8.302,0.097
1903,7,8.167,0.115,8.282,0.107,8.303,0.097
1903,8,8.069,0.111,8.269,0.109,8.302,0.096
1903,9,8.033,0.106,8.258,0.108,8.304,0.096
1903,10,8.019,0.107,8.26,0.107,8.304,0.096
1903,11,8.023,0.112,8.261,0.107,8.302,0.096
1903,12,8.031,0.112,8.26,0.106,8.298,0.096
1904,1,8.015,0.118,8.257,0.106,8.288,0.096
1904,2,8.017,0.126,8.255,0.106,8.29,0.095
1904,3,8.009,0.133,8.252,0.105,8.29,0.095
1904,4,8.004,0.132,8.255,0.105,8.284,0.096
1904,5,8.057,0.138,8.248,0.105,8.28,0.096
1904,6,8.092,0.14,8.253,0.105,8.28,0.097
1904,7,8.14,0.142,8.24,0.104,8.279,0.097
1904,8,8.11,0.153,8.216,0.103,8.279,0.097
1904,9,8.125,0.156,8.212,0.101,8.277,0.097
1904,10,8.132,0.154,8.207,0.1,8.275,0.098
1904,11,8.145,0.15,8.199,0.1,8.272,0.097
1904,12,8.159,0.154,8.19,0.101,8.273,0.098
1905,1,8.184,0.156,8.183,0.102,8.28,0.099
1905,2,8.197,0.158,8.18,0.102,8.277,0.099
1905,3,8.23,0.163,8.178,0.102,8.27,0.099
1905,4,8.249,0.164,8.186,0.103,8.269,0.1
1905,5,8.245,0.16,8.185,0.101,8.265,0.1
1905,6,8.248,0.157,8.189,0.102,8.263,0.101
1905,7,8.229,0.154,8.186,0.101,8.263,0.1
1905,8,8.262,0.148,8.175,0.099,8.262,0.101
1905,9,8.28,0.14,8.162,0.098,8.26,0.1
1905,10,8.352,0.132,8.162,0.099,8.254,0.1
1905,11,8.372,0.13,8.168,0.099,8.25,0.1
1905,12,8.389,0.127,8.174,0.1,8.241,0.1
1906,1,8.392,0.127,8.178,0.102,8.236,0.1
1906,2,8.402,0.125,8.177,0.103,8.231,0.101
1906,3,8.401,0.119,8.186,0.104,8.221,0.101
1906,4,8.422,0.117,8.186,0.104,8.216,0.1
1906,5,8.369,0.111,8.181,0.105,8.213,0.101
1906,6,8.397,0.112,8.183,0.105,8.21,0.1
1906,7,8.376,0.113,8.176,0.106,8.208,0.1
1906,8,8.359,0.113,8.182,0.107,8.205,0.1
1906,9,8.334,0.114,8.184,0.108,8.202,0.1
1906,10,8.251,0.115,8.182,0.109,8.204,0.1
1906,11,8.18,0.113,8.179,0.109,8.204,0.1
1906,12,8.129,0.113,8.178,0.11,8.204,0.1
1907,1,8.1,0.115,8.183,0.11,8.202,0.1
1907,2,8.072,0.113,8.188,0.11,8.199,0.099
1907,3,8.066,0.115,8.197,0.111,8.195,0.099
1907,4,8.064,0.118,8.203,0.112,8.197,0.099
1907,5,8.04,0.121,8.204,0.112,8.2,0.099
1907,6,7.979,0.127,8.202,0.111,8.202,0.099
1907,7,8.017,0.13,8.203,0.111,8.198,0.099
1907,8,8.075,0.132,8.217,0.111,8.194,0.099
1907,9,8.039,0.137,8.216,0.111,8.19,0.1
1907,10,8.056,0.143,8.222,0.111,8.186,0.099
1907,11,8.118,0.143,8.221,0.111,8.188,0.098
1907,12,8.163,0.143,8.221,0.111,8.191,0.098
1908,1,8.197,0.142,8.224,0.11,8.187,0.098
1908,2,8.199,0.146,8.225,0.11,8.177,0.098
1908,3,8.222,0.142,8.225,0.11,8.174,0.098
1908,4,8.191,0.138,8.225,0.11,8.175,0.098
1908,5,8.192,0.141,8.211,0.11,8.174,0.098
1908,6,8.197,0.138,8.199,0.108,8.175,0.099
1908,7,8.12,0.135,8.191,0.107,8.177,0.1
1908,8,8.105,0.14,8.192,0.109,8.179,0.1
1908,9,8.141,0.144,8.183,0.109,8.182,0.101
1908,10,8.119,0.146,8.173,0.109,8.184,0.101
1908,11,8.077,0.148,8.166,0.109,8.188,0.101
1908,12,8.052,0.149,8.161,0.11,8.198,0.101
1909,1,8.041,0.147,8.159,0.11,8.211,0.101
1909,2,8.071,0.146,8.155,0.111,8.219,0.101
1909,3,8.066,0.153,8.153,0.111,8.222,0.102
1909,4,8.091,0.158,8.153,0.11,8.226,0.101
1909,5,8.173,0.157,8.16,0.111,8.229,0.101
1909,6,8.187,0.152,8.155,0.111,8.234,0.102
1909,7,8.274,0.151,8.164,0.111,8.238,0.102
1909,8,8.284,0.148,8.182,0.112,8.241,0.102
1909,9,8.286,0.148,8.178,0.114,8.245,0.102
1909,10,8.33,0.146,8.188,0.114,8.25,0.101
1909,11,8.36,0.143,8.202,0.113,8.247,0.101
1909,12,8.372,0.144,8.214,0.112,8.249,0.1
1910,1,8.388,0.142,8.214,0.111,8.249,0.1
1910,2,8.382,0.144,8.209,0.112,8.26,0.1
1910,3,8.369,0.142,8.201,0.112,8.263,0.1
1910,4,8.355,0.139,8.186,0.111,8.271,0.099
1910,5,8.279,0.141,8.191,0.11,8.275,0.099
1910,6,8.232,0.136,8.192,0.109,8.276,0.099
1910,7,8.168,0.133,8.188,0.109,8.279,0.099
1910,8,8.139,0.134,8.18,0.11,8.28,0.098
1910,9,8.118,0.13,8.185,0.111,8.28,0.097
1910,10,8.109,0.126,8.188,0.109,8.28,0.097
1910,11,8.094,0.123,8.181,0.11,8.28,0.097
1910,12,8.088,0.124,8.177,0.11,8.281,0.096
1911,1,8.071,0.127,8.176,0.109,8.286,0.097
1911,2,8.052,0.124,8.181,0.109,8.291,0.097
1911,3,8.043,0.122,8.178,0.11,8.29,0.097
1911,4,8.065,0.12,8.181,0.11,8.285,0.097
1911,5,8.117,0.113,8.195,0.108,8.283,0.097
1911,6,8.179,0.122,8.212,0.107,8.279,0.097
1911,7,8.243,0.121,8.246,0.106,8.278,0.097
1911,8,8.31,0.118,8.255,0.106,8.277,0.097
1911,9,8.305,0.121,8.261,0.105,8.276,0.097
1911,10,8.324,0.121,8.269,0.103,8.275,0.096
1911,11,8.361,0.119,8.28,0.102,8.275,0.096
1911,12,8.397,0.116,8.289,0.103,8.264,0.096
1912,1,8.371,0.117,8.293,0.103,8.266,0.097
1912,2,8.34,0.118,8.293,0.103,8.267,0.097
1912,3,8.306,0.123,8.293,0.102,8.266,0.098
1912,4,8.231,0.123,8.297,0.101,8.267,0.098
1912,5,8.197,0.119,8.29,0.1,8.267,0.098
1912,6,8.165,0.116,8.297,0.1,8.268,0.097
1912,7,8.137,0.117,8.295,0.099,8.271,0.097
1912,8,8.062,0.123,8.303,0.099,8.272,0.097
1912,9,8.078,0.125,8.311,0.098,8.272,0.097
1912,10,8.057,0.124,8.32,0.097,8.266,0.096
1912,11,8.014,0.128,8.328,0.098,8.271,0.095
1912,12,7.975,0.133,8.331,0.097,8.265,0.094
1913,1,8.009,0.135,8.333,0.098,8.262,0.094
1913,2,8.061,0.135,8.334,0.097,8.259,0.094
1913,3,8.106,0.132,8.335,0.097,8.264,0.094
1913,4,8.166,0.136,8.335,0.096,8.262,0.093
1913,5,8.209,0.137,8.349,0.096,8.256,0.094
1913,6,8.298,0.135,8.364,0.097,8.253,0.094
1913,7,8.408,0.135,8.38,0.098,8.251,0.093
1913,8,8.482,0.134,8.39,0.098,8.251,0.092
1913,9,8.519,0.126,8.397,0.098,8.25,0.092
1913,10,8.525,0.123,8.398,0.098,8.255,0.092
1913,11,8.573,0.118,8.4,0.098,8.258,0.091
1913,12,8.615,0.117,8.398,0.098,8.256,0.09
1914,1,8.628,0.115,8.397,0.097,8.263,0.09
1914,2,8.628,0.115,8.399,0.098,8.264,0.09
1914,3,8.641,0.115,8.4,0.098,8.265,0.089
1914,4,8.671,0.112,8.396,0.096,8.272,0.088
1914,5,8.65,0.115,8.39,0.095,8.274,0.088
1914,6,8.609,0.117,8.372,0.095,8.276,0.088
1914,7,8.518,0.117,8.368,0.095,8.278,0.087
1914,8,8.521,0.119,8.352,0.096,8.278,0.087
1914,9,8.536,0.117,8.354,0.095,8.278,0.087
1914,10,8.587,0.116,8.347,0.094,8.279,0.086
1914,11,8.599,0.121,8.332,0.094,8.273,0.085
1914,12,8.581,0.119,8.322,0.095,8.273,0.086
1915,1,8.588,0.123,8.329,0.095,8.276,0.085
1915,2,8.588,0.124,8.335,0.095,8.275,0.085
1915,3,8.579,0.126,8.343,0.094,8.28,0.085
1915,4,8.542,0.129,8.346,0.093,8.281,0.084
1915,5,8.575,0.13,8.351,0.092,8.282,0.084
1915,6,8.571,0.129,8.338,0.091,8.281,0.084
1915,7,8.595,0.137,8.335,0.091,8.281,0.084
1915,8,8.572,0.132,8.337,0.09,8.28,0.083
1915,9,8.548,0.133,8.342,0.089,8.28,0.083
1915,10,8.496,0.133,8.335,0.089,8.28,0.082
1915,11,8.454,0.126,8.331,0.088,8.282,0.081
1915,12,8.421,0.124,8.33,0.087,8.281,0.081
1916,1,8.39,0.116,8.327,0.087,8.292,0.081
1916,2,8.376,0.118,8.321,0.086,8.298,0.081
1916,3,8.366,0.115,8.322,0.085,8.303,0.082
1916,4,8.371,0.109,8.328,0.085,8.305,0.081
1916,5,8.32,0.106,8.322,0.085,8.308,0.082
1916,6,8.218,0.108,8.3,0.085,8.311,0.081
1916,7,8.179,0.108,8.28,0.085,8.313,0.081
1916,8,8.123,0.108,8.273,0.085,8.313,0.081
1916,9,8.089,0.109,8.269,0.084,8.315,0.081
1916,10,8.068,0.109,8.275,0.084,8.315,0.08
1916,11,8.021,0.112,8.268,0.084,8.314,0.08
1916,12,8.016,0.112,8.263,0.083,8.316,0.079
1917,1,8.031,0.115,8.263,0.082,8.313,0.079
1917,2,8.02,0.116,8.263,0.081,8.306,0.079
1917,3,8.021,0.114,8.263,0.082,8.312,0.079
1917,4,7.981,0.111,8.261,0.082,8.313,0.079
1917,5,8,0.109,8.256,0.082,8.311,0.079
1917,6,7.993,0.107,8.249,0.083,8.309,0.08
1917,7,7.975,0.102,8.258,0.082,8.313,0.079
1917,8,7.988,0.104,8.248,0.083,8.316,0.079
1917,9,8.02,0.105,8.249,0.083,8.32,0.078
1917,10,8.002,0.104,8.242,0.083,8.326,0.078
1917,11,8.008,0.105,8.235,0.083,8.33,0.078
1917,12,8.015,0.106,8.232,0.082,8.334,0.078
1918,1,7.996,0.105,8.229,0.082,8.338,0.078
1918,2,7.992,0.104,8.227,0.082,8.339,0.077
1918,3,8.005,0.105,8.225,0.082,8.342,0.077
1918,4,8.076,0.107,8.225,0.081,8.339,0.077
1918,5,8.066,0.106,8.214,0.08,8.34,0.077
1918,6,8.111,0.106,8.198,0.078,8.341,0.077
1918,7,8.133,0.103,8.204,0.078,8.339,0.077
1918,8,8.161,0.102,8.206,0.078,8.337,0.076
1918,9,8.152,0.099,8.209,0.078,8.338,0.076
1918,10,8.221,0.099,8.212,0.078,8.341,0.076
1918,11,8.26,0.1,8.215,0.079,8.343,0.076
1918,12,8.284,0.1,8.224,0.079,8.341,0.076
1919,1,8.308,0.1,8.23,0.078,8.332,0.077
1919,2,8.338,0.101,8.228,0.078,8.329,0.076
1919,3,8.345,0.103,8.23,0.078,8.331,0.076
1919,4,8.338,0.102,8.234,0.078,8.33,0.076
1919,5,8.32,0.106,8.238,0.079,8.328,0.076
1919,6,8.352,0.112,8.26,0.078,8.326,0.075
1919,7,8.407,0.113,8.259,0.078,8.325,0.075
1919,8,8.396,0.117,8.259,0.077,8.324,0.075
1919,9,8.437,0.117,8.27,0.077,8.323,0.074
1919,10,8.422,0.12,8.279,0.078,8.321,0.074
1919,11,8.434,0.12,8.289,0.079,8.326,0.074
1919,12,8.422,0.12,8.297,0.08,8.324,0.073
1920,1,8.418,0.12,8.297,0.08,8.323,0.074
1920,2,8.407,0.123,8.298,0.08,8.318,0.074
1920,3,8.39,0.122,8.297,0.08,8.317,0.074
1920,4,8.362,0.12,8.305,0.08,8.314,0.075
1920,5,8.365,0.117,8.308,0.081,8.31,0.074
1920,6,8.316,0.112,8.331,0.082,8.307,0.074
1920,7,8.326,0.112,8.341,0.082,8.304,0.074
1920,8,8.362,0.114,8.341,0.082,8.304,0.074
1920,9,8.346,0.114,8.341,0.083,8.304,0.074
1920,10,8.346,0.116,8.343,0.084,8.306,0.073
1920,11,8.352,0.117,8.348,0.083,8.306,0.073
1920,12,8.381,0.114,8.353,0.083,8.312,0.073
1921,1,8.395,0.111,8.352,0.084,8.319,0.073
1921,2,8.383,0.109,8.354,0.084,8.325,0.074
1921,3,8.392,0.105,8.353,0.084,8.332,0.074
1921,4,8.413,0.106,8.354,0.085,8.332,0.074
1921,5,8.44,0.107,8.365,0.085,8.331,0.074
1921,6,8.526,0.109,8.382,0.087,8.334,0.074
1921,7,8.456,0.109,8.384,0.089,8.334,0.074
1921,8,8.389,0.105,8.384,0.089,8.336,0.074
1921,9,8.396,0.103,8.394,0.089,8.338,0.074
1921,10,8.403,0.105,8.385,0.089,8.342,0.074
1921,11,8.393,0.104,8.388,0.087,8.347,0.074
1921,12,8.382,0.108,8.388,0.087,8.355,0.074
1922,1,8.367,0.109,8.388,0.087,8.356,0.075
1922,2,8.368,0.111,8.385,0.087,8.361,0.074
1922,3,8.356,0.112,8.384,0.086,8.362,0.075
1922,4,8.337,0.114,8.381,0.086,8.363,0.075
1922,5,8.352,0.116,8.395,0.085,8.369,0.076
1922,6,8.351,0.119,8.399,0.085,8.371,0.076
1922,7,8.382,0.124,8.389,0.087,8.372,0.076
1922,8,8.399,0.127,8.388,0.086,8.373,0.076
1922,9,8.375,0.134,8.384,0.085,8.377,0.076
1922,10,8.322,0.136,8.386,0.085,8.388,0.076
1922,11,8.303,0.132,8.384,0.083,8.391,0.076
1922,12,8.296,0.129,8.383,0.083,8.399,0.076
1923,1,8.271,0.129,8.379,0.083,8.407,0.076
1923,2,8.274,0.127,8.38,0.083,8.413,0.076
1923,3,8.285,0.13,8.383,0.082,8.414,0.076
1923,4,8.321,0.13,8.386,0.083,8.418,0.077
1923,5,8.347,0.127,8.399,0.082,8.423,0.077
1923,6,8.365,0.128,8.427,0.084,8.424,0.077
1923,7,8.348,0.127,8.434,0.085,8.426,0.077
1923,8,8.376,0.123,8.443,0.086,8.428,0.077
1923,9,8.417,0.118,8.455,0.086,8.429,0.077
1923,10,8.433,0.114,8.453,0.086,8.429,0.076
1923,11,8.457,0.113,8.448,0.085,8.434,0.077
1923,12,8.461,0.111,8.443,0.085,8.442,0.077
1924,1,8.488,0.109,8.438,0.086,8.44,0.077
1924,2,8.491,0.108,8.443,0.086,8.433,0.077
1924,3,8.496,0.105,8.446,0.087,8.436,0.078
1924,4,8.47,0.103,8.45,0.087,8.432,0.078
1924,5,8.472,0.102,8.457,0.086,8.431,0.078
1924,6,8.435,0.099,8.45,0.087,8.427,0.078
1924,7,8.432,0.101,8.453,0.088,8.424,0.078
1924,8,8.413,0.097,8.462,0.087,8.422,0.079
1924,9,8.389,0.094,8.453,0.087,8.42,0.079
1924,10,8.426,0.094,8.447,0.086,8.421,0.079
1924,11,8.414,0.097,8.448,0.086,8.426,0.079
1924,12,8.394,0.1,8.446,0.085,8.419,0.078
1925,1,8.374,0.101,8.446,0.085,8.414,0.079
1925,2,8.385,0.104,8.449,0.084,8.417,0.079
1925,3,8.388,0.104,8.457,0.084,8.419,0.079
1925,4,8.387,0.103,8.47,0.084,8.417,0.079
1925,5,8.383,0.103,8.474,0.083,8.416,0.079
1925,6,8.457,0.108,8.466,0.083,8.417,0.079
1925,7,8.554,0.106,8.473,0.081,8.418,0.079
1925,8,8.638,0.112,8.486,0.081,8.42,0.079
1925,9,8.699,0.111,8.487,0.081,8.421,0.08
1925,10,8.681,0.111,8.494,0.081,8.422,0.08
1925,11,8.671,0.109,8.498,0.081,8.43,0.08
1925,12,8.684,0.111,8.495,0.081,8.439,0.081
1926,1,8.692,0.112,8.5,0.081,8.436,0.081
1926,2,8.698,0.113,8.502,0.081,8.432,0.081
1926,3,8.706,0.115,8.504,0.081,8.433,0.081
1926,4,8.736,0.115,8.503,0.081,8.431,0.081
1926,5,8.73,0.115,8.502,0.081,8.429,0.08
1926,6,8.643,0.115,8.501,0.08,8.429,0.08
1926,7,8.546,0.115,8.495,0.079,8.43,0.08
1926,8,8.485,0.11,8.482,0.078,8.435,0.08
1926,9,8.387,0.109,8.477,0.079,8.438,0.08
1926,10,8.374,0.108,8.478,0.08,8.443,0.08
1926,11,8.394,0.11,8.473,0.081,8.446,0.079
1926,12,8.394,0.107,8.466,0.082,8.448,0.08
1927,1,8.407,0.105,8.46,0.082,8.459,0.081
1927,2,8.394,0.104,8.46,0.083,8.464,0.081
1927,3,8.408,0.104,8.457,0.084,8.462,0.081
1927,4,8.436,0.105,8.461,0.085,8.464,0.081
1927,5,8.439,0.107,8.456,0.086,8.465,0.081
1927,6,8.429,0.104,8.44,0.086,8.465,0.08
1927,7,8.484,0.102,8.44,0.085,8.465,0.08
1927,8,8.515,0.109,8.447,0.086,8.467,0.08
1927,9,8.54,0.112,8.453,0.087,8.471,0.08
1927,10,8.555,0.112,8.448,0.087,8.476,0.079
1927,11,8.555,0.111,8.448,0.088,8.474,0.079
1927,12,8.541,0.11,8.452,0.089,8.472,0.078
1928,1,8.54,0.11,8.458,0.088,8.469,0.078
1928,2,8.541,0.112,8.46,0.089,8.469,0.078
1928,3,8.523,0.109,8.458,0.09,8.468,0.078
1928,4,8.487,0.109,8.459,0.09,8.47,0.077
1928,5,8.487,0.11,8.462,0.09,8.471,0.077
1928,6,8.541,0.11,8.452,0.09,8.47,0.077
1928,7,8.46,0.111,8.438,0.089,8.472,0.077
1928,8,8.359,0.108,8.421,0.088,8.474,0.076
1928,9,8.37,0.111,8.411,0.088,8.473,0.076
1928,10,8.355,0.111,8.409,0.088,8.471,0.077
1928,11,8.332,0.112,8.41,0.088,8.467,0.076
1928,12,8.317,0.114,8.415,0.087,8.46,0.076
1929,1,8.286,0.114,8.422,0.087,8.46,0.076
1929,2,8.281,0.118,8.426,0.087,8.466,0.076
1929,3,8.261,0.119,8.429,0.087,8.461,0.076
1929,4,8.258,0.123,8.436,0.087,8.46,0.076
1929,5,8.241,0.124,8.435,0.086,8.463,0.076
1929,6,8.129,0.123,8.445,0.086,8.463,0.076
1929,7,8.155,0.128,8.466,0.087,8.464,0.076
1929,8,8.236,0.13,8.466,0.088,8.465,0.077
1929,9,8.27,0.133,8.47,0.088,8.463,0.077
1929,10,8.276,0.13,8.481,0.089,8.465,0.078
1929,11,8.288,0.129,8.482,0.089,8.464,0.077
1929,12,8.323,0.126,8.483,0.089,8.468,0.077
1930,1,8.365,0.124,8.484,0.089,8.466,0.077
1930,2,8.388,0.123,8.485,0.089,8.477,0.078
1930,3,8.392,0.123,8.486,0.088,8.48,0.078
1930,4,8.376,0.124,8.482,0.088,8.474,0.077
1930,5,8.41,0.122,8.474,0.087,8.472,0.077
1930,6,8.516,0.124,8.478,0.087,8.474,0.078
1930,7,8.544,0.121,8.464,0.088,8.476,0.077
1930,8,8.509,0.119,8.452,0.088,8.476,0.078
1930,9,8.486,0.114,8.45,0.087,8.476,0.078
1930,10,8.486,0.113,8.447,0.086,8.478,0.078
1930,11,8.481,0.108,8.445,0.085,8.47,0.078
1930,12,8.499,0.106,8.445,0.085,8.462,0.077
1931,1,8.511,0.105,8.444,0.085,8.451,0.077
1931,2,8.527,0.103,8.445,0.084,8.44,0.076
1931,3,8.563,0.102,8.442,0.084,8.433,0.076
1931,4,8.621,0.1,8.439,0.085,8.432,0.076
1931,5,8.595,0.098,8.431,0.084,8.435,0.076
1931,6,8.611,0.1,8.418,0.084,8.435,0.075
1931,7,8.686,0.105,8.425,0.085,8.439,0.075
1931,8,8.709,0.106,8.45,0.086,8.439,0.075
1931,9,8.682,0.107,8.444,0.084,8.438,0.075
1931,10,8.733,0.109,8.442,0.084,8.437,0.075
1931,11,8.752,0.111,8.452,0.083,8.437,0.075
1931,12,8.736,0.112,8.46,0.083,8.441,0.075
1932,1,8.719,0.111,8.467,0.082,8.442,0.074
1932,2,8.688,0.108,8.469,0.082,8.446,0.075
1932,3,8.69,0.107,8.469,0.081,8.448,0.074
1932,4,8.668,0.106,8.468,0.081,8.448,0.074
1932,5,8.637,0.105,8.472,0.081,8.45,0.073
1932,6,8.595,0.102,8.496,0.081,8.453,0.073
1932,7,8.474,0.099,8.492,0.081,8.453,0.072
1932,8,8.446,0.1,8.508,0.081,8.456,0.072
1932,9,8.439,0.1,8.506,0.08,8.457,0.072
1932,10,8.385,0.099,8.499,0.079,8.456,0.072
1932,11,8.37,0.095,8.496,0.079,8.456,0.071
1932,12,8.349,0.093,8.495,0.078,8.457,0.071
1933,1,8.339,0.094,8.493,0.078,8.456,0.071
1933,2,8.343,0.093,8.491,0.078,8.457,0.071
1933,3,8.306,0.095,8.493,0.078,8.462,0.071
1933,4,8.27,0.097,8.497,0.077,8.468,0.07
1933,5,8.27,0.099,8.479,0.077,8.47,0.069
1933,6,8.239,0.099,8.472,0.077,8.472,0.069
1933,7,8.263,0.1,8.464,0.077,8.474,0.069
1933,8,8.349,0.101,8.46,0.077,8.476,0.069
1933,9,8.342,0.099,8.456,0.076,8.479,0.069
1933,10,8.333,0.1,8.455,0.076,8.482,0.069
1933,11,8.371,0.101,8.459,0.076,8.484,0.069
1933,12,8.395,0.103,8.456,0.076,8.481,0.069
1934,1,8.403,0.104,8.456,0.075,8.488,0.069
1934,2,8.402,0.107,8.452,0.075,8.497,0.069
1934,3,8.393,0.107,8.447,0.076,8.496,0.069
1934,4,8.408,0.107,8.439,0.076,8.498,0.068
1934,5,8.449,0.108,8.439,0.076,8.504,0.068
1934,6,8.517,0.109,8.437,0.076,8.509,0.068
1934,7,8.493,0.107,8.417,0.074,8.513,0.068
1934,8,8.528,0.107,8.427,0.074,8.516,0.067
1934,9,8.578,0.108,8.425,0.074,8.517,0.067
1934,10,8.558,0.106,8.415,0.073,8.516,0.067
1934,11,8.507,0.107,8.418,0.072,8.516,0.067
1934,12,8.498,0.106,8.422,0.071,8.536,0.067
1935,1,8.495,0.106,8.422,0.071,8.536,0.067
1935,2,8.494,0.105,8.427,0.071,8.538,0.067
1935,3,8.514,0.105,8.429,0.071,8.537,0.066
1935,4,8.52,0.103,8.429,0.071,8.542,0.066
1935,5,8.443,0.102,8.437,0.071,8.544,0.065
1935,6,8.397,0.101,8.437,0.071,8.546,0.064
1935,7,8.401,0.099,8.449,0.071,8.548,0.064
1935,8,8.267,0.098,8.461,0.071,8.547,0.064
1935,9,8.236,0.097,8.475,0.071,8.551,0.063
1935,10,8.266,0.098,8.489,0.07,8.553,0.063
1935,11,8.296,0.097,8.496,0.07,8.549,0.063
1935,12,8.301,0.097,8.5,0.07,8.552,0.063
1936,1,8.326,0.094,8.503,0.07,8.552,0.063
1936,2,8.332,0.094,8.507,0.07,8.56,0.063
1936,3,8.334,0.096,8.516,0.07,8.559,0.063
1936,4,8.332,0.097,8.525,0.069,8.563,0.063
1936,5,8.395,0.098,8.537,0.069,8.567,0.063
1936,6,8.437,0.098,8.543,0.069,8.568,0.063
1936,7,8.456,0.098,8.552,0.068,8.569,0.063
1936,8,8.543,0.099,8.545,0.068,8.568,0.063
1936,9,8.53,0.098,8.548,0.068,8.564,0.063
1936,10,8.532,0.099,8.554,0.067,8.563,0.063
1936,11,8.547,0.1,8.555,0.067,8.56,0.063
1936,12,8.568,0.099,8.558,0.067,8.557,0.062
1937,1,8.549,0.101,8.559,0.067,8.553,0.061
1937,2,8.564,0.098,8.562,0.067,8.552,0.061
1937,3,8.596,0.095,8.566,0.067,8.555,0.061
1937,4,8.618,0.093,8.563,0.066,8.553,0.06
1937,5,8.629,0.094,8.56,0.066,8.554,0.06
1937,6,8.593,0.093,8.577,0.066,8.555,0.059
1937,7,8.63,0.092,8.579,0.066,8.554,0.059
1937,8,8.62,0.094,8.568,0.065,8.555,0.059
1937,9,8.688,0.094,8.568,0.065,8.554,0.059
1937,10,8.753,0.094,8.584,0.065,8.553,0.059
1937,11,8.759,0.092,8.592,0.064,8.558,0.06
1937,12,8.737,0.091,8.597,0.064,8.561,0.06
1938,1,8.744,0.091,8.602,0.064,8.563,0.06
1938,2,8.74,0.091,8.604,0.063,8.571,0.059
1938,3,8.743,0.093,8.609,0.063,8.573,0.059
1938,4,8.749,0.094,8.609,0.064,8.578,0.059
1938,5,8.767,0.095,8.62,0.063,8.582,0.058
1938,6,8.773,0.097,8.632,0.063,8.582,0.058
1938,7,8.779,0.098,8.641,0.063,8.584,0.058
1938,8,8.767,0.098,8.66,0.063,8.584,0.057
1938,9,8.707,0.099,8.663,0.064,8.586,0.057
1938,10,8.66,0.098,8.67,0.064,8.592,0.057
1938,11,8.665,0.098,8.675,0.064,8.595,0.057
1938,12,8.685,0.1,8.68,0.064,8.604,0.057
1939,1,8.681,0.101,8.681,0.065,8.613,0.056
1939,2,8.68,0.101,8.684,0.064,8.612,0.056
1939,3,8.642,0.1,8.682,0.064,8.619,0.056
1939,4,8.596,0.098,8.686,0.063,8.622,0.056
1939,5,8.565,0.098,8.682,0.063,8.621,0.056
1939,6,8.683,0.097,8.678,0.062,8.622,0.056
1939,7,8.632,0.096,8.689,0.061,8.623,0.056
1939,8,8.642,0.095,8.678,0.061,8.626,0.056
1939,9,8.679,0.094,8.685,0.061,8.631,0.055
1939,10,8.71,0.095,8.69,0.061,8.635,0.055
1939,11,8.692,0.094,8.689,0.061,8.633,0.055
1939,12,8.695,0.093,8.689,0.061,8.628,0.054
1940,1,8.711,0.092,8.686,0.061,8.632,0.054
1940,2,8.704,0.091,8.683,0.062,8.62,0.054
1940,3,8.731,0.091,8.679,0.062,8.618,0.054
1940,4,8.751,0.091,8.677,0.062,8.626,0.054
1940,5,8.743,0.088,8.678,0.062,8.628,0.054
1940,6,8.674,0.087,8.686,0.062,8.628,0.053
1940,7,8.708,0.088,8.678,0.062,8.628,0.053
1940,8,8.727,0.088,8.68,0.062,8.632,0.053
1940,9,8.711,0.091,8.671,0.061,8.634,0.053
1940,10,8.697,0.091,8.667,0.061,8.635,0.053
1940,11,8.71,0.093,8.667,0.06,8.64,0.053
1940,12,8.714,0.093,8.664,0.06,8.638,0.052
1941,1,8.72,0.095,8.664,0.06,8.645,0.052
1941,2,8.734,0.095,8.662,0.059,8.653,0.052
1941,3,8.696,0.094,8.656,0.059,8.655,0.052
1941,4,8.715,0.092,8.658,0.059,8.661,0.052
1941,5,8.703,0.092,8.653,0.059,8.662,0.052
1941,6,8.666,0.092,8.665,0.058,8.662,0.052
1941,7,8.697,0.089,8.675,0.058,8.66,0.052
1941,8,8.634,0.088,8.68,0.058,8.66,0.052
1941,9,8.641,0.088,8.689,0.058,8.661,0.051
